region	chr	midPos	Nsites
region	chr	midPos	Nsites
(1578350,1607879)(1935000,1964999)(1935000,1965000)	NC_037124.1f8t16	1950000	29531	0.059486
(1583330,1612855)(1940000,1969999)(1940000,1970000)	NC_037124.1f8t16	1955000	29527	0.054281
(1588302,1617657)(1945000,1974999)(1945000,1975000)	NC_037124.1f8t16	1960000	29357	0.058460
(1593173,1619381)(1950000,1979999)(1950000,1980000)	NC_037124.1f8t16	1965000	26210	0.045681
(1598132,1623767)(1955000,1984999)(1955000,1985000)	NC_037124.1f8t16	1970000	25637	0.044417
(1603077,1628735)(1960000,1989999)(1960000,1990000)	NC_037124.1f8t16	1975000	25660	0.094449
(1607880,1633728)(1965000,1994999)(1965000,1995000)	NC_037124.1f8t16	1980000	25850	0.087542
(1612856,1638118)(1970000,1999999)(1970000,2000000)	NC_037124.1f8t16	1985000	25264	0.109104
(1617658,1643082)(1975000,2004999)(1975000,2005000)	NC_037124.1f8t16	1990000	25426	0.101854
(1619382,1648080)(1980000,2009999)(1980000,2010000)	NC_037124.1f8t16	1995000	28700	0.086036
(1623768,1653080)(1985000,2014999)(1985000,2015000)	NC_037124.1f8t16	2000000	29314	0.077287
(1628736,1658060)(1990000,2019999)(1990000,2020000)	NC_037124.1f8t16	2005000	29326	0.057364
(1633729,1663047)(1995000,2024999)(1995000,2025000)	NC_037124.1f8t16	2010000	29320	0.056884
(1638119,1664240)(2000000,2029428)(2000000,2030000)	NC_037124.1f8t16	2015000	26123	0.054606
(1643083,1668274)(2005000,2034999)(2005000,2035000)	NC_037124.1f8t16	2020000	25193	0.049562
(1648081,1672638)(2010000,2039442)(2010000,2040000)	NC_037124.1f8t16	2025000	24559	0.052886
(1653081,1676576)(2015000,2044999)(2015000,2045000)	NC_037124.1f8t16	2030000	23497	0.051071
(1658061,1679164)(2020000,2049269)(2020000,2050000)	NC_037124.1f8t16	2035000	21105	0.045439
(1663048,1683921)(2025000,2054999)(2025000,2055000)	NC_037124.1f8t16	2040000	20875	0.053247
(1664241,1685898)(2030912,2058191)(2030000,2060000)	NC_037124.1f8t16	2045000	21659	0.048026
(1668275,1689410)(2035000,2064224)(2035000,2065000)	NC_037124.1f8t16	2050000	21137	0.063957
(1672639,1690415)(2040440,2069999)(2040000,2070000)	NC_037124.1f8t16	2055000	17778	0.063137
(1676577,1695380)(2045000,2074999)(2045000,2075000)	NC_037124.1f8t16	2060000	18805	0.066585
(1679165,1697330)(2050011,2078363)(2050000,2080000)	NC_037124.1f8t16	2065000	18167	0.071694
(1683922,1700697)(2055000,2084999)(2055000,2085000)	NC_037124.1f8t16	2070000	16777	0.066975
(1685899,1704521)(2060020,2089999)(2060000,2090000)	NC_037124.1f8t16	2075000	18624	0.065342
(1689411,1709026)(2068995,2094999)(2065000,2095000)	NC_037124.1f8t16	2080000	19617	0.068765
(1690416,1712376)(2070000,2099618)(2070000,2100000)	NC_037124.1f8t16	2085000	21962	0.076650
(1695381,1714972)(2075000,2104999)(2075000,2105000)	NC_037124.1f8t16	2090000	19593	0.081049
(1697331,1719959)(2080406,2109999)(2080000,2110000)	NC_037124.1f8t16	2095000	22630	0.084572
(1700698,1724935)(2085000,2114999)(2085000,2115000)	NC_037124.1f8t16	2100000	24239	0.074919
(1704522,1729893)(2090000,2119999)(2090000,2120000)	NC_037124.1f8t16	2105000	25373	0.083391
(1709027,1734691)(2095000,2124853)(2095000,2125000)	NC_037124.1f8t16	2110000	25666	0.074624
(1712377,1736998)(2101919,2129999)(2100000,2130000)	NC_037124.1f8t16	2115000	24623	0.069568
(1714973,1741986)(2105000,2134999)(2105000,2135000)	NC_037124.1f8t16	2120000	27015	0.062837
(1719960,1744488)(2110000,2139731)(2110000,2140000)	NC_037124.1f8t16	2125000	24530	0.061733
(1724936,1746500)(2115000,2144999)(2115000,2145000)	NC_037124.1f8t16	2130000	21566	0.078509
(1729894,1751486)(2120000,2149999)(2120000,2150000)	NC_037124.1f8t16	2135000	21594	0.069628
(1734692,1756484)(2127664,2154999)(2125000,2155000)	NC_037124.1f8t16	2140000	21794	0.068664
(1736999,1761454)(2130000,2159999)(2130000,2160000)	NC_037124.1f8t16	2145000	24457	0.101546
(1741987,1766451)(2135000,2164999)(2135000,2165000)	NC_037124.1f8t16	2150000	24466	0.108116
(1744489,1771447)(2140205,2169999)(2140000,2170000)	NC_037124.1f8t16	2155000	26960	0.104767
(1746501,1776440)(2145000,2174999)(2145000,2175000)	NC_037124.1f8t16	2160000	29941	0.106843
(1751487,1779285)(2150000,2179999)(2150000,2180000)	NC_037124.1f8t16	2165000	27800	0.111188
(1756485,1784285)(2155000,2184999)(2155000,2185000)	NC_037124.1f8t16	2170000	27802	0.104813
(1761455,1789261)(2160000,2189999)(2160000,2190000)	NC_037124.1f8t16	2175000	27808	0.088525
(1766452,1794259)(2165000,2194999)(2165000,2195000)	NC_037124.1f8t16	2180000	27809	0.094188
(1771448,1799243)(2170000,2199999)(2170000,2200000)	NC_037124.1f8t16	2185000	27797	0.090937
(1776441,1804237)(2175000,2204999)(2175000,2205000)	NC_037124.1f8t16	2190000	27798	0.081390
(1779286,1809237)(2180000,2209999)(2180000,2210000)	NC_037124.1f8t16	2195000	29953	0.081767
(1784286,1814237)(2185000,2214999)(2185000,2215000)	NC_037124.1f8t16	2200000	29953	0.092295
(1789262,1819237)(2190000,2219999)(2190000,2220000)	NC_037124.1f8t16	2205000	29977	0.104280
(1794260,1824108)(2195000,2224999)(2195000,2225000)	NC_037124.1f8t16	2210000	29850	0.091122
(1799244,1829077)(2200000,2229999)(2200000,2230000)	NC_037124.1f8t16	2215000	29835	0.091344
(1804238,1834007)(2205000,2234999)(2205000,2235000)	NC_037124.1f8t16	2220000	29771	0.082844
(1809238,1839004)(2210000,2239999)(2210000,2240000)	NC_037124.1f8t16	2225000	29768	0.075735
(1814238,1844003)(2215000,2244999)(2215000,2245000)	NC_037124.1f8t16	2230000	29767	0.058009
(1819238,1848875)(2220000,2249999)(2220000,2250000)	NC_037124.1f8t16	2235000	29639	0.044487
(1824109,1853839)(2225000,2254999)(2225000,2255000)	NC_037124.1f8t16	2240000	29732	0.036588
(1829078,1858832)(2230000,2259999)(2230000,2260000)	NC_037124.1f8t16	2245000	29756	0.037974
(1834008,1863806)(2235000,2264999)(2235000,2265000)	NC_037124.1f8t16	2250000	29800	0.039840
(1839005,1868287)(2240000,2269999)(2240000,2270000)	NC_037124.1f8t16	2255000	29284	0.040358
(1844004,1873259)(2245000,2274999)(2245000,2275000)	NC_037124.1f8t16	2260000	29257	0.044285
(1848876,1877994)(2250000,2279999)(2250000,2280000)	NC_037124.1f8t16	2265000	29120	0.043797
(1853840,1882957)(2255000,2284999)(2255000,2285000)	NC_037124.1f8t16	2270000	29119	0.062572
(1858833,1887952)(2260000,2289999)(2260000,2290000)	NC_037124.1f8t16	2275000	29121	0.059802
(1863807,1892929)(2265000,2294999)(2265000,2295000)	NC_037124.1f8t16	2280000	29124	0.062705
(1868288,1897924)(2270000,2299999)(2270000,2300000)	NC_037124.1f8t16	2285000	29638	0.054742
(1873260,1902599)(2275000,2304999)(2275000,2305000)	NC_037124.1f8t16	2290000	29341	0.059121
(1877995,1907589)(2280000,2309999)(2280000,2310000)	NC_037124.1f8t16	2295000	29596	0.076520
(1882958,1911699)(2285000,2314172)(2285000,2315000)	NC_037124.1f8t16	2300000	28743	0.101812
(1887953,1916618)(2290000,2319999)(2290000,2320000)	NC_037124.1f8t16	2305000	28667	0.180137
(1892930,1921615)(2295000,2324999)(2295000,2325000)	NC_037124.1f8t16	2310000	28687	0.171251
(1897925,1926611)(2300000,2329999)(2300000,2330000)	NC_037124.1f8t16	2315000	28688	0.176021
(1902600,1931599)(2305000,2334999)(2305000,2335000)	NC_037124.1f8t16	2320000	29001	0.174801
(1907590,1936466)(2310000,2339999)(2310000,2340000)	NC_037124.1f8t16	2325000	28878	0.178595
(1911700,1941347)(2315068,2344999)(2315000,2345000)	NC_037124.1f8t16	2330000	29649	0.155312
(1916619,1946344)(2320000,2349999)(2320000,2350000)	NC_037124.1f8t16	2335000	29727	0.085367
(1921616,1951254)(2325000,2354999)(2325000,2355000)	NC_037124.1f8t16	2340000	29640	0.105700
(1926612,1956236)(2330000,2359999)(2330000,2360000)	NC_037124.1f8t16	2345000	29626	0.088385
(1931600,1961189)(2335000,2364999)(2335000,2365000)	NC_037124.1f8t16	2350000	29591	0.075415
(1936467,1966181)(2340000,2369999)(2340000,2370000)	NC_037124.1f8t16	2355000	29716	0.085019
(1941348,1971181)(2345000,2374999)(2345000,2375000)	NC_037124.1f8t16	2360000	29835	0.077586
(1946345,1976150)(2350000,2379999)(2350000,2380000)	NC_037124.1f8t16	2365000	29807	0.068822
(1951255,1981145)(2355000,2384999)(2355000,2385000)	NC_037124.1f8t16	2370000	29892	0.051645
(1956237,1986108)(2360000,2389999)(2360000,2390000)	NC_037124.1f8t16	2375000	29873	0.059867
(1961190,1990082)(2365000,2394778)(2365000,2395000)	NC_037124.1f8t16	2380000	28894	0.071708
(1966182,1994876)(2370000,2399999)(2370000,2400000)	NC_037124.1f8t16	2385000	28696	0.055729
(1971182,1999851)(2375000,2404999)(2375000,2405000)	NC_037124.1f8t16	2390000	28671	0.065183
(1976151,2004839)(2380000,2409999)(2380000,2410000)	NC_037124.1f8t16	2395000	28690	0.096780
(1981146,2009803)(2385000,2414999)(2385000,2415000)	NC_037124.1f8t16	2400000	28659	0.087756
(1986109,2014790)(2390000,2419999)(2390000,2420000)	NC_037124.1f8t16	2405000	28683	0.079718
(1990083,2019753)(2395157,2424999)(2395000,2425000)	NC_037124.1f8t16	2410000	29672	0.082845
(1994877,2024707)(2400000,2429999)(2400000,2430000)	NC_037124.1f8t16	2415000	29832	0.082138
(1999852,2029668)(2405000,2434999)(2405000,2435000)	NC_037124.1f8t16	2420000	29818	0.086422
(2004840,2034626)(2410000,2439999)(2410000,2440000)	NC_037124.1f8t16	2425000	29788	0.086580
(2009804,2039515)(2415000,2444999)(2415000,2445000)	NC_037124.1f8t16	2430000	29713	0.089009
(2014791,2044494)(2420000,2449999)(2420000,2450000)	NC_037124.1f8t16	2435000	29705	0.108070
(2019754,2049467)(2425000,2454999)(2425000,2455000)	NC_037124.1f8t16	2440000	29715	0.077777
(2024708,2054458)(2430000,2459999)(2430000,2460000)	NC_037124.1f8t16	2445000	29752	0.081847
(2029669,2059400)(2435000,2464999)(2435000,2465000)	NC_037124.1f8t16	2450000	29733	0.093739
(2034627,2064388)(2440000,2469999)(2440000,2470000)	NC_037124.1f8t16	2455000	29763	0.080330
(2039516,2069352)(2445000,2474999)(2445000,2475000)	NC_037124.1f8t16	2460000	29838	0.089873
(2044495,2074323)(2450000,2479999)(2450000,2480000)	NC_037124.1f8t16	2465000	29830	0.092519
(2049468,2079318)(2455000,2484999)(2455000,2485000)	NC_037124.1f8t16	2470000	29852	0.108492
(2054459,2084314)(2460000,2489999)(2460000,2490000)	NC_037124.1f8t16	2475000	29857	0.105393
(2059401,2089304)(2465000,2494999)(2465000,2495000)	NC_037124.1f8t16	2480000	29905	0.088882
(2064389,2094301)(2470000,2499999)(2470000,2500000)	NC_037124.1f8t16	2485000	29914	0.092491
(2069353,2099285)(2475000,2504999)(2475000,2505000)	NC_037124.1f8t16	2490000	29934	0.081188
(2074324,2103741)(2480000,2509999)(2480000,2510000)	NC_037124.1f8t16	2495000	29419	0.060044
(2079319,2108317)(2485000,2514999)(2485000,2515000)	NC_037124.1f8t16	2500000	29000	0.057340
(2084315,2113311)(2490000,2519999)(2490000,2520000)	NC_037124.1f8t16	2505000	28998	0.061704
(2089305,2118311)(2495000,2524999)(2495000,2525000)	NC_037124.1f8t16	2510000	29008	0.057612
(2094302,2123305)(2500000,2529999)(2500000,2530000)	NC_037124.1f8t16	2515000	29005	0.050119
(2099286,2128282)(2505000,2534999)(2505000,2535000)	NC_037124.1f8t16	2520000	28998	0.053315
(2103742,2133257)(2510000,2539999)(2510000,2540000)	NC_037124.1f8t16	2525000	29517	0.058279
(2108318,2138256)(2515000,2544999)(2515000,2545000)	NC_037124.1f8t16	2530000	29940	0.049920
(2113312,2143253)(2520000,2549999)(2520000,2550000)	NC_037124.1f8t16	2535000	29943	0.030001
(2118312,2148253)(2525000,2554999)(2525000,2555000)	NC_037124.1f8t16	2540000	29943	0.034287
(2123306,2153246)(2530000,2559999)(2530000,2560000)	NC_037124.1f8t16	2545000	29942	0.035763
(2128283,2158246)(2535000,2564999)(2535000,2565000)	NC_037124.1f8t16	2550000	29965	0.049237
(2133258,2161835)(2540000,2569999)(2540000,2570000)	NC_037124.1f8t16	2555000	28579	0.053403
(2138257,2166828)(2545000,2574999)(2545000,2575000)	NC_037124.1f8t16	2560000	28573	0.051774
(2143254,2171827)(2550000,2579999)(2550000,2580000)	NC_037124.1f8t16	2565000	28575	0.051807
(2148254,2176827)(2555000,2584999)(2555000,2585000)	NC_037124.1f8t16	2570000	28575	0.049021
(2153247,2181773)(2560000,2589999)(2560000,2590000)	NC_037124.1f8t16	2575000	28528	0.043326
(2158247,2186773)(2565000,2594999)(2565000,2595000)	NC_037124.1f8t16	2580000	28528	0.031197
(2161836,2191773)(2570000,2599999)(2570000,2600000)	NC_037124.1f8t16	2585000	29939	0.036669
(2166829,2196767)(2575000,2604999)(2575000,2605000)	NC_037124.1f8t16	2590000	29940	0.043307
(2171828,2201767)(2580000,2609999)(2580000,2610000)	NC_037124.1f8t16	2595000	29941	0.047123
(2176828,2206748)(2585000,2614999)(2585000,2615000)	NC_037124.1f8t16	2600000	29922	0.052718
(2181774,2211496)(2590000,2619779)(2590000,2620000)	NC_037124.1f8t16	2605000	29724	0.061244
(2186774,2213422)(2595000,2624999)(2595000,2625000)	NC_037124.1f8t16	2610000	26650	0.065067
(2191774,2218421)(2600000,2629999)(2600000,2630000)	NC_037124.1f8t16	2615000	26649	0.040607
(2196768,2223411)(2605000,2634999)(2605000,2635000)	NC_037124.1f8t16	2620000	26645	0.033865
(2201768,2228384)(2610000,2639999)(2610000,2640000)	NC_037124.1f8t16	2625000	26618	0.032301
(2206749,2233346)(2615000,2644999)(2615000,2645000)	NC_037124.1f8t16	2630000	26599	0.029694
(2211497,2238246)(2620065,2649999)(2620000,2650000)	NC_037124.1f8t16	2635000	26751	0.039759
(2213423,2243213)(2625000,2654999)(2625000,2655000)	NC_037124.1f8t16	2640000	29792	0.040833
(2218422,2247337)(2630000,2659999)(2630000,2660000)	NC_037124.1f8t16	2645000	28917	0.040420
(2223412,2250007)(2635000,2664999)(2635000,2665000)	NC_037124.1f8t16	2650000	26597	0.040684
(2228385,2254349)(2640000,2669999)(2640000,2670000)	NC_037124.1f8t16	2655000	25966	0.037219
(2233347,2256180)(2645000,2674999)(2645000,2675000)	NC_037124.1f8t16	2660000	22835	0.035036
(2238247,2259637)(2650000,2679999)(2650000,2680000)	NC_037124.1f8t16	2665000	21392	0.008440
(2243214,2264581)(2655000,2684999)(2655000,2685000)	NC_037124.1f8t16	2670000	21369	0.005588
(2247338,2269503)(2660000,2689999)(2660000,2690000)	NC_037124.1f8t16	2675000	22167	0.007368
(2250008,2274495)(2665000,2694999)(2665000,2695000)	NC_037124.1f8t16	2680000	24489	0.018716
(2254350,2278624)(2670000,2699999)(2670000,2700000)	NC_037124.1f8t16	2685000	24276	0.022291
(2256181,2283541)(2675000,2704999)(2675000,2705000)	NC_037124.1f8t16	2690000	27362	0.031251
(2259638,2288523)(2680000,2709999)(2680000,2710000)	NC_037124.1f8t16	2695000	28887	0.038643
(2264582,2293304)(2685000,2714999)(2685000,2715000)	NC_037124.1f8t16	2700000	28724	0.046041
(2269504,2298257)(2690000,2719999)(2690000,2720000)	NC_037124.1f8t16	2705000	28755	0.044742
(2274496,2301879)(2695000,2724999)(2695000,2725000)	NC_037124.1f8t16	2710000	27385	0.049718
(2278625,2306878)(2700000,2729999)(2700000,2730000)	NC_037124.1f8t16	2715000	28255	0.051283
(2283542,2311869)(2705000,2734999)(2705000,2735000)	NC_037124.1f8t16	2720000	28329	0.034551
(2288524,2316836)(2710000,2739999)(2710000,2740000)	NC_037124.1f8t16	2725000	28314	0.037967
(2293305,2321836)(2715000,2744999)(2715000,2745000)	NC_037124.1f8t16	2730000	28533	0.040316
(2298258,2326836)(2720000,2749999)(2720000,2750000)	NC_037124.1f8t16	2735000	28580	0.039802
(2301880,2331836)(2725000,2754999)(2725000,2755000)	NC_037124.1f8t16	2740000	29958	0.036423
(2306879,2336744)(2730000,2759999)(2730000,2760000)	NC_037124.1f8t16	2745000	29867	0.035733
(2311870,2341744)(2735000,2764999)(2735000,2765000)	NC_037124.1f8t16	2750000	29876	0.044053
(2316837,2346744)(2740000,2769999)(2740000,2770000)	NC_037124.1f8t16	2755000	29909	0.036651
(2321837,2351744)(2745000,2774999)(2745000,2775000)	NC_037124.1f8t16	2760000	29909	0.056822
(2326837,2356144)(2750000,2779999)(2750000,2780000)	NC_037124.1f8t16	2765000	29309	0.054617
(2331837,2361139)(2755000,2784999)(2755000,2785000)	NC_037124.1f8t16	2770000	29304	0.057318
(2336745,2366111)(2760000,2789999)(2760000,2790000)	NC_037124.1f8t16	2775000	29368	0.048507
(2341745,2371086)(2765000,2794999)(2765000,2795000)	NC_037124.1f8t16	2780000	29343	0.086523
(2346745,2376069)(2770000,2799999)(2770000,2800000)	NC_037124.1f8t16	2785000	29326	0.093040
(2351745,2381053)(2775000,2804999)(2775000,2805000)	NC_037124.1f8t16	2790000	29310	0.087137
(2356145,2383600)(2780000,2809999)(2780000,2810000)	NC_037124.1f8t16	2795000	27457	0.092439
(2361140,2388597)(2785000,2814999)(2785000,2815000)	NC_037124.1f8t16	2800000	27459	0.083470
(2366112,2393597)(2790000,2819999)(2790000,2820000)	NC_037124.1f8t16	2805000	27487	0.094741
(2371087,2398592)(2795000,2824999)(2795000,2825000)	NC_037124.1f8t16	2810000	27507	0.054023
(2376070,2403584)(2800000,2829999)(2800000,2830000)	NC_037124.1f8t16	2815000	27516	0.062761
(2381054,2408581)(2805000,2834999)(2805000,2835000)	NC_037124.1f8t16	2820000	27529	0.061678
(2383601,2413576)(2810000,2839999)(2810000,2840000)	NC_037124.1f8t16	2825000	29977	0.062075
(2388598,2418570)(2815000,2844999)(2815000,2845000)	NC_037124.1f8t16	2830000	29974	0.064979
(2393598,2423566)(2820000,2849999)(2820000,2850000)	NC_037124.1f8t16	2835000	29970	0.054946
(2398593,2428544)(2825000,2854999)(2825000,2855000)	NC_037124.1f8t16	2840000	29953	0.053733
(2403585,2433524)(2830000,2859999)(2830000,2860000)	NC_037124.1f8t16	2845000	29941	0.030440
(2408582,2438496)(2835000,2864999)(2835000,2865000)	NC_037124.1f8t16	2850000	29916	0.030141
(2413577,2443450)(2840000,2869999)(2840000,2870000)	NC_037124.1f8t16	2855000	29875	0.031671
(2418571,2448406)(2845000,2874999)(2845000,2875000)	NC_037124.1f8t16	2860000	29837	0.041698
(2423567,2453400)(2850000,2879999)(2850000,2880000)	NC_037124.1f8t16	2865000	29835	0.051402
(2428545,2458398)(2855000,2884999)(2855000,2885000)	NC_037124.1f8t16	2870000	29855	0.043456
(2433525,2463279)(2860000,2889999)(2860000,2890000)	NC_037124.1f8t16	2875000	29756	0.044093
(2438497,2468220)(2865000,2894999)(2865000,2895000)	NC_037124.1f8t16	2880000	29725	0.044670
(2443451,2472102)(2870000,2899999)(2870000,2900000)	NC_037124.1f8t16	2885000	28653	0.046786
(2448407,2477071)(2875000,2904999)(2875000,2905000)	NC_037124.1f8t16	2890000	28666	0.043915
(2453401,2482067)(2880000,2909999)(2880000,2910000)	NC_037124.1f8t16	2895000	28668	0.042257
(2458399,2487066)(2885000,2914999)(2885000,2915000)	NC_037124.1f8t16	2900000	28669	0.047623
(2463280,2492026)(2890000,2919999)(2890000,2920000)	NC_037124.1f8t16	2905000	28748	0.044608
(2468221,2497023)(2895000,2924999)(2895000,2925000)	NC_037124.1f8t16	2910000	28804	0.043252
(2472103,2501990)(2900000,2929999)(2900000,2930000)	NC_037124.1f8t16	2915000	29889	0.035705
(2477072,2505420)(2905000,2934999)(2905000,2935000)	NC_037124.1f8t16	2920000	28350	0.029981
(2482068,2510398)(2910000,2939999)(2910000,2940000)	NC_037124.1f8t16	2925000	28332	0.029144
(2487067,2515369)(2915000,2944999)(2915000,2945000)	NC_037124.1f8t16	2930000	28304	0.038830
(2492027,2520242)(2920000,2949999)(2920000,2950000)	NC_037124.1f8t16	2935000	28217	0.054605
(2497024,2525197)(2925000,2954999)(2925000,2955000)	NC_037124.1f8t16	2940000	28175	0.056632
(2501991,2530109)(2930000,2959999)(2930000,2960000)	NC_037124.1f8t16	2945000	28120	0.061569
(2505421,2535031)(2935000,2964999)(2935000,2965000)	NC_037124.1f8t16	2950000	29612	0.056901
(2510399,2540009)(2940000,2969999)(2940000,2970000)	NC_037124.1f8t16	2955000	29612	0.051386
(2515370,2544998)(2945000,2974999)(2945000,2975000)	NC_037124.1f8t16	2960000	29630	0.046812
(2520243,2549852)(2950000,2979999)(2950000,2980000)	NC_037124.1f8t16	2965000	29611	0.044759
(2525198,2554843)(2955000,2984999)(2955000,2985000)	NC_037124.1f8t16	2970000	29647	0.045498
(2530110,2559792)(2960000,2989999)(2960000,2990000)	NC_037124.1f8t16	2975000	29684	0.040508
(2535032,2564744)(2965000,2994999)(2965000,2995000)	NC_037124.1f8t16	2980000	29714	0.047218
(2540010,2569721)(2970000,2999999)(2970000,3000000)	NC_037124.1f8t16	2985000	29713	0.054041
(2544999,2574700)(2975000,3004999)(2975000,3005000)	NC_037124.1f8t16	2990000	29703	0.054699
(2549853,2579690)(2980000,3009999)(2980000,3010000)	NC_037124.1f8t16	2995000	29839	0.051569
(2554844,2584677)(2985000,3014999)(2985000,3015000)	NC_037124.1f8t16	3000000	29835	0.052680
(2559793,2589650)(2990000,3019999)(2990000,3020000)	NC_037124.1f8t16	3005000	29859	0.056631
(2564745,2594650)(2995000,3024999)(2995000,3025000)	NC_037124.1f8t16	3010000	29907	0.052518
(2569722,2599649)(3000000,3029999)(3000000,3030000)	NC_037124.1f8t16	3015000	29929	0.048007
(2574701,2604624)(3005000,3034999)(3005000,3035000)	NC_037124.1f8t16	3020000	29925	0.048860
(2579691,2609602)(3010000,3039999)(3010000,3040000)	NC_037124.1f8t16	3025000	29913	0.046444
(2584678,2614540)(3015000,3044999)(3015000,3045000)	NC_037124.1f8t16	3030000	29864	0.041841
(2589651,2619521)(3020000,3049999)(3020000,3050000)	NC_037124.1f8t16	3035000	29872	0.038936
(2594651,2624381)(3025000,3054999)(3025000,3055000)	NC_037124.1f8t16	3040000	29732	0.036438
(2599650,2629375)(3030000,3059999)(3030000,3060000)	NC_037124.1f8t16	3045000	29727	0.037760
(2604625,2634375)(3035000,3064999)(3035000,3065000)	NC_037124.1f8t16	3050000	29752	0.039955
(2609603,2639361)(3040000,3069999)(3040000,3070000)	NC_037124.1f8t16	3055000	29760	0.048882
(2614541,2644248)(3045000,3074999)(3045000,3075000)	NC_037124.1f8t16	3060000	29709	0.056452
(2619522,2649197)(3050000,3079999)(3050000,3080000)	NC_037124.1f8t16	3065000	29677	0.055013
(2624382,2654197)(3055000,3084999)(3055000,3085000)	NC_037124.1f8t16	3070000	29817	0.058469
(2629376,2659189)(3060000,3089999)(3060000,3090000)	NC_037124.1f8t16	3075000	29815	0.061648
(2634376,2664080)(3065000,3094999)(3065000,3095000)	NC_037124.1f8t16	3080000	29706	0.054807
(2639362,2669019)(3070000,3099999)(3070000,3100000)	NC_037124.1f8t16	3085000	29659	0.048413
(2644249,2673955)(3075000,3104999)(3075000,3105000)	NC_037124.1f8t16	3090000	29708	0.048915
(2649198,2678884)(3080000,3109999)(3080000,3110000)	NC_037124.1f8t16	3095000	29688	0.107495
(2654198,2683879)(3085000,3114999)(3085000,3115000)	NC_037124.1f8t16	3100000	29683	0.115419
(2659190,2688842)(3090000,3119999)(3090000,3120000)	NC_037124.1f8t16	3105000	29654	0.120324
(2664081,2692408)(3095000,3124849)(3095000,3125000)	NC_037124.1f8t16	3110000	28329	0.138656
(2669020,2695983)(3100000,3129999)(3100000,3130000)	NC_037124.1f8t16	3115000	26965	0.130433
(2673956,2700891)(3105000,3134999)(3105000,3135000)	NC_037124.1f8t16	3120000	26937	0.126390
(2678885,2705862)(3110000,3139999)(3110000,3140000)	NC_037124.1f8t16	3125000	26979	0.062216
(2683880,2708733)(3115000,3144999)(3115000,3145000)	NC_037124.1f8t16	3130000	24855	0.047529
(2688843,2712775)(3120000,3149999)(3120000,3150000)	NC_037124.1f8t16	3135000	23934	0.047969
(2692409,2717649)(3125810,3154999)(3125000,3155000)	NC_037124.1f8t16	3140000	25242	0.030766
(2695984,2721953)(3130000,3159999)(3130000,3160000)	NC_037124.1f8t16	3145000	25971	0.038087
(2700892,2726899)(3135000,3164999)(3135000,3165000)	NC_037124.1f8t16	3150000	26009	0.040261
(2705863,2731643)(3140000,3169999)(3140000,3170000)	NC_037124.1f8t16	3155000	25782	0.041216
(2708734,2736498)(3145000,3174999)(3145000,3175000)	NC_037124.1f8t16	3160000	27766	0.040823
(2712776,2741423)(3150000,3179999)(3150000,3180000)	NC_037124.1f8t16	3165000	28649	0.050588
(2717650,2746321)(3155000,3184999)(3155000,3185000)	NC_037124.1f8t16	3170000	28673	0.053313
(2721954,2751311)(3160000,3189999)(3160000,3190000)	NC_037124.1f8t16	3175000	29359	0.054578
(2726900,2754784)(3165000,3194999)(3165000,3195000)	NC_037124.1f8t16	3180000	27886	0.058123
(2731644,2759484)(3170000,3199999)(3170000,3200000)	NC_037124.1f8t16	3185000	27842	0.058942
(2736499,2764468)(3175000,3204999)(3175000,3205000)	NC_037124.1f8t16	3190000	27971	0.058852
(2741424,2769468)(3180000,3209999)(3180000,3210000)	NC_037124.1f8t16	3195000	28046	0.049013
(2746322,2772312)(3185000,3214999)(3185000,3215000)	NC_037124.1f8t16	3200000	25992	0.055956
(2751312,2777309)(3190000,3219999)(3190000,3220000)	NC_037124.1f8t16	3205000	25999	0.054210
(2754785,2782174)(3195000,3224999)(3195000,3225000)	NC_037124.1f8t16	3210000	27391	0.046997
(2759485,2787136)(3200000,3229999)(3200000,3230000)	NC_037124.1f8t16	3215000	27653	0.045050
(2764469,2792128)(3205000,3234999)(3205000,3235000)	NC_037124.1f8t16	3220000	27661	0.041720
(2769469,2797094)(3210000,3239999)(3210000,3240000)	NC_037124.1f8t16	3225000	27627	0.044147
(2772313,2802082)(3215000,3244999)(3215000,3245000)	NC_037124.1f8t16	3230000	29771	0.049590
(2777310,2807076)(3220000,3249999)(3220000,3250000)	NC_037124.1f8t16	3235000	29768	0.051586
(2782175,2812015)(3225000,3254999)(3225000,3255000)	NC_037124.1f8t16	3240000	29842	0.058382
(2787137,2816988)(3230000,3259999)(3230000,3260000)	NC_037124.1f8t16	3245000	29853	0.055812
(2792129,2821986)(3235000,3264999)(3235000,3265000)	NC_037124.1f8t16	3250000	29859	0.059726
(2797095,2826960)(3240000,3269999)(3240000,3270000)	NC_037124.1f8t16	3255000	29867	0.052670
(2802083,2831951)(3245000,3274999)(3245000,3275000)	NC_037124.1f8t16	3260000	29870	0.060569
(2807077,2836940)(3250000,3279999)(3250000,3280000)	NC_037124.1f8t16	3265000	29865	0.060958
(2812016,2841920)(3255000,3284999)(3255000,3285000)	NC_037124.1f8t16	3270000	29906	0.061238
(2816989,2846886)(3260000,3289999)(3260000,3290000)	NC_037124.1f8t16	3275000	29899	0.064327
(2821987,2851860)(3265000,3294999)(3265000,3295000)	NC_037124.1f8t16	3280000	29875	0.065544
(2826961,2856315)(3270000,3299999)(3270000,3300000)	NC_037124.1f8t16	3285000	29356	0.054490
