region	chr	midPos	Nsites
region	chr	midPos	Nsites
(1468823,1504817)(1700000,1749949)(1700000,1750000)	NC_037123.1f10t14	1725000	35996	0.006889
(1473930,1514474)(1710000,1759999)(1710000,1760000)	NC_037123.1f10t14	1735000	40546	0.005740
(1480576,1524403)(1720000,1769999)(1720000,1770000)	NC_037123.1f10t14	1745000	43829	0.006708
(1486926,1534403)(1730099,1779999)(1730000,1780000)	NC_037123.1f10t14	1755000	47479	0.008460
(1495089,1544365)(1740001,1789999)(1740000,1790000)	NC_037123.1f10t14	1765000	49278	0.009471
(1504818,1551926)(1750111,1799714)(1750000,1800000)	NC_037123.1f10t14	1775000	47110	0.012357
(1514475,1559054)(1760000,1809999)(1760000,1810000)	NC_037123.1f10t14	1785000	44581	0.013407
(1524404,1568987)(1770000,1819999)(1770000,1820000)	NC_037123.1f10t14	1795000	44585	0.015282
(1534404,1578935)(1780000,1829999)(1780000,1830000)	NC_037123.1f10t14	1805000	44533	0.015020
(1544366,1588915)(1790000,1839999)(1790000,1840000)	NC_037123.1f10t14	1815000	44551	0.014964
(1551927,1598913)(1800173,1849999)(1800000,1850000)	NC_037123.1f10t14	1825000	46988	0.013801
(1559055,1608600)(1810000,1859999)(1810000,1860000)	NC_037123.1f10t14	1835000	49547	0.015212
(1568988,1618599)(1820000,1869999)(1820000,1870000)	NC_037123.1f10t14	1845000	49613	0.013576
(1578936,1628387)(1830000,1879999)(1830000,1880000)	NC_037123.1f10t14	1855000	49453	0.013215
(1588916,1638273)(1840000,1889999)(1840000,1890000)	NC_037123.1f10t14	1865000	49359	0.013918
(1598914,1647773)(1850000,1899999)(1850000,1900000)	NC_037123.1f10t14	1875000	48861	0.014758
(1608601,1657655)(1860000,1909999)(1860000,1910000)	NC_037123.1f10t14	1885000	49056	0.012578
(1618600,1667603)(1870000,1919999)(1870000,1920000)	NC_037123.1f10t14	1895000	49005	0.013321
(1628388,1677470)(1880000,1929999)(1880000,1930000)	NC_037123.1f10t14	1905000	49084	0.014487
(1638274,1682739)(1890000,1938703)(1890000,1940000)	NC_037123.1f10t14	1915000	44467	0.012810
(1647774,1684705)(1900000,1943492)(1900000,1950000)	NC_037123.1f10t14	1925000	36933	0.013402
(1657656,1688132)(1910000,1959558)(1910000,1960000)	NC_037123.1f10t14	1935000	30478	0.013131
(1667604,1691215)(1920000,1969751)(1920000,1970000)	NC_037123.1f10t14	1945000	23613	0.011354
(1677471,1693740)(1930000,1977754)(1930000,1980000)	NC_037123.1f10t14	1955000	16271	0.007379
(1682740,1695153)(1940802,1989411)(1940000,1990000)	NC_037123.1f10t14	1965000	12415	0.007930
(1684706,1698196)(1955364,1999999)(1950000,2000000)	NC_037123.1f10t14	1975000	13492	0.008786
(1688133,1708080)(1962985,2009999)(1960000,2010000)	NC_037123.1f10t14	1985000	19949	0.011795
(1691216,1718079)(1970036,2019999)(1970000,2020000)	NC_037123.1f10t14	1995000	26865	0.016466
(1693741,1728061)(1986802,2029999)(1980000,2030000)	NC_037123.1f10t14	2005000	34322	0.015636
(1695154,1737935)(1990276,2039928)(1990000,2040000)	NC_037123.1f10t14	2015000	42783	0.015010
(1698197,1747330)(2000000,2049999)(2000000,2050000)	NC_037123.1f10t14	2025000	49135	0.013232
(1708081,1757284)(2010000,2059999)(2010000,2060000)	NC_037123.1f10t14	2035000	49205	0.014103
(1718080,1767118)(2020000,2069999)(2020000,2070000)	NC_037123.1f10t14	2045000	49040	0.014556
(1728062,1776983)(2030000,2079999)(2030000,2080000)	NC_037123.1f10t14	2055000	48923	0.013304
(1737936,1784596)(2040222,2089101)(2040000,2090000)	NC_037123.1f10t14	2065000	46662	0.014471
(1747331,1792651)(2050000,2099999)(2050000,2100000)	NC_037123.1f10t14	2075000	45322	0.014610
(1757285,1797012)(2060000,2109200)(2060000,2110000)	NC_037123.1f10t14	2085000	39729	0.009165
(1767119,1799490)(2070000,2118071)(2070000,2120000)	NC_037123.1f10t14	2095000	32373	0.006733
(1776984,1800981)(2080000,2123637)(2080000,2130000)	NC_037123.1f10t14	2105000	23999	0.005938
(1784597,1800981)(2090605,2123637)(2090000,2140000)	NC_037123.1f10t14	2115000	16386	0.002808
(1792652,1803166)(2100000,2149999)(2100000,2150000)	NC_037123.1f10t14	2125000	10516	0.000235
(1797013,1812958)(2110798,2159999)(2110000,2160000)	NC_037123.1f10t14	2135000	15947	0.007742
(1799491,1820934)(2122126,2169999)(2120000,2170000)	NC_037123.1f10t14	2145000	21445	0.006901
(1800982,1823879)(2144802,2179943)(2130000,2180000)	NC_037123.1f10t14	2155000	22899	0.003743
(1800982,1828797)(2144802,2189999)(2140000,2190000)	NC_037123.1f10t14	2165000	27817	0.006014
(1803167,1837199)(2150000,2199999)(2150000,2200000)	NC_037123.1f10t14	2175000	34034	0.007676
(1812959,1846499)(2160000,2209999)(2160000,2210000)	NC_037123.1f10t14	2185000	33542	0.012036
(1820935,1854285)(2170000,2219999)(2170000,2220000)	NC_037123.1f10t14	2195000	33352	0.010254
(1823880,1860504)(2184070,2227537)(2180000,2230000)	NC_037123.1f10t14	2205000	36626	0.013561
(1828798,1865344)(2190000,2239933)(2190000,2240000)	NC_037123.1f10t14	2215000	36548	0.013219
(1837200,1872758)(2200000,2249999)(2200000,2250000)	NC_037123.1f10t14	2225000	35560	0.013081
(1846500,1877187)(2210000,2257567)(2210000,2260000)	NC_037123.1f10t14	2235000	30689	0.008239
(1854286,1877237)(2220000,2265512)(2220000,2270000)	NC_037123.1f10t14	2245000	22953	0.011507
(1860505,1883591)(2230193,2279999)(2230000,2280000)	NC_037123.1f10t14	2255000	23088	0.011199
(1865345,1887515)(2240138,2285927)(2240000,2290000)	NC_037123.1f10t14	2265000	22172	0.012612
(1872759,1893281)(2250000,2299999)(2250000,2300000)	NC_037123.1f10t14	2275000	20524	0.014300
(1877188,1899889)(2265446,2307884)(2260000,2310000)	NC_037123.1f10t14	2285000	22703	0.014450
(1877238,1906245)(2270911,2319999)(2270000,2320000)	NC_037123.1f10t14	2295000	29009	0.013234
(1883592,1914897)(2280000,2329999)(2280000,2330000)	NC_037123.1f10t14	2305000	31307	0.013979
(1887516,1923097)(2290535,2339999)(2290000,2340000)	NC_037123.1f10t14	2315000	35583	0.013613
(1893282,1923461)(2300000,2340363)(2300000,2350000)	NC_037123.1f10t14	2325000	30181	0.012730
(1899890,1927259)(2310376,2358174)(2310000,2360000)	NC_037123.1f10t14	2335000	27371	0.016170
(1906246,1932844)(2320000,2369999)(2320000,2370000)	NC_037123.1f10t14	2345000	26600	0.018091
(1914898,1937716)(2330000,2379999)(2330000,2380000)	NC_037123.1f10t14	2355000	22820	0.014732
(1923098,1945975)(2340000,2389861)(2340000,2390000)	NC_037123.1f10t14	2365000	22879	0.009185
(1923462,1955247)(2354346,2399999)(2350000,2400000)	NC_037123.1f10t14	2375000	31787	0.010272
(1927260,1959650)(2362323,2408350)(2360000,2410000)	NC_037123.1f10t14	2385000	32392	0.009797
(1932845,1959793)(2370000,2411433)(2370000,2420000)	NC_037123.1f10t14	2395000	26950	0.009223
(1937717,1965757)(2380000,2429933)(2380000,2430000)	NC_037123.1f10t14	2405000	28042	0.010098
(1945976,1974521)(2390012,2439999)(2390000,2440000)	NC_037123.1f10t14	2415000	28547	0.016786
(1955248,1979904)(2400000,2449999)(2400000,2450000)	NC_037123.1f10t14	2425000	24658	0.016638
(1959651,1983249)(2411281,2459999)(2410000,2460000)	NC_037123.1f10t14	2435000	23600	0.015518
(1959794,1986914)(2422046,2466153)(2420000,2470000)	NC_037123.1f10t14	2445000	27122	0.015845
(1965758,1993138)(2430009,2479999)(2430000,2480000)	NC_037123.1f10t14	2455000	27382	0.012768
(1974522,2002582)(2440000,2489505)(2440000,2490000)	NC_037123.1f10t14	2465000	28062	0.007717
(1979905,2011173)(2450000,2499999)(2450000,2500000)	NC_037123.1f10t14	2475000	31270	0.007344
(1983250,2020997)(2460000,2509999)(2460000,2510000)	NC_037123.1f10t14	2485000	37749	0.010177
(1986915,2027049)(2471390,2519999)(2470000,2520000)	NC_037123.1f10t14	2495000	40136	0.010788
(1993139,2036873)(2480000,2529999)(2480000,2530000)	NC_037123.1f10t14	2505000	43736	0.012409
(2002583,2045600)(2491114,2539999)(2490000,2540000)	NC_037123.1f10t14	2515000	43019	0.010798
(2011174,2055577)(2500000,2549999)(2500000,2550000)	NC_037123.1f10t14	2525000	44405	0.012514
(2020998,2061175)(2510000,2559999)(2510000,2560000)	NC_037123.1f10t14	2535000	40179	0.012177
(2027050,2069891)(2520000,2569999)(2520000,2570000)	NC_037123.1f10t14	2545000	42843	0.010852
(2036874,2079771)(2530000,2579999)(2530000,2580000)	NC_037123.1f10t14	2555000	42899	0.006073
(2045601,2089056)(2540000,2589999)(2540000,2590000)	NC_037123.1f10t14	2565000	43457	0.005884
(2055578,2098978)(2550000,2599999)(2550000,2600000)	NC_037123.1f10t14	2575000	43402	0.007205
(2061176,2105671)(2560000,2609228)(2560000,2610000)	NC_037123.1f10t14	2585000	44497	0.007836
(2069892,2115652)(2570000,2619999)(2570000,2620000)	NC_037123.1f10t14	2595000	45762	0.008156
(2079772,2122643)(2580000,2629999)(2580000,2630000)	NC_037123.1f10t14	2605000	42873	0.012820
(2089057,2132631)(2590000,2639999)(2590000,2640000)	NC_037123.1f10t14	2615000	43576	0.020739
(2098979,2142359)(2600000,2649999)(2600000,2650000)	NC_037123.1f10t14	2625000	43382	0.022760
(2105672,2152029)(2610014,2659972)(2610000,2660000)	NC_037123.1f10t14	2635000	46359	0.019952
(2115653,2161826)(2620000,2669999)(2620000,2670000)	NC_037123.1f10t14	2645000	46175	0.019288
(2122644,2171744)(2630000,2679999)(2630000,2680000)	NC_037123.1f10t14	2655000	49102	0.014553
(2132632,2177894)(2640000,2689579)(2640000,2690000)	NC_037123.1f10t14	2665000	45264	0.013600
(2142360,2186789)(2650000,2699999)(2650000,2700000)	NC_037123.1f10t14	2675000	44431	0.005965
(2152030,2193422)(2660181,2709687)(2660000,2710000)	NC_037123.1f10t14	2685000	41394	0.005794
(2161827,2198116)(2670000,2717699)(2670000,2720000)	NC_037123.1f10t14	2695000	36291	0.005217
(2171745,2203550)(2680000,2729234)(2680000,2730000)	NC_037123.1f10t14	2705000	31807	0.004335
(2177895,2204665)(2690038,2734258)(2690000,2740000)	NC_037123.1f10t14	2715000	26772	0.004236
(2186790,2210569)(2700000,2749894)(2700000,2750000)	NC_037123.1f10t14	2725000	23781	0.007906
(2193423,2218943)(2710002,2759999)(2710000,2760000)	NC_037123.1f10t14	2735000	25522	0.010315
(2198117,2227738)(2721406,2769999)(2720000,2770000)	NC_037123.1f10t14	2745000	29623	0.011895
(2203551,2236079)(2732059,2779999)(2730000,2780000)	NC_037123.1f10t14	2755000	32530	0.010635
(2204666,2241418)(2740864,2789999)(2740000,2790000)	NC_037123.1f10t14	2765000	36754	0.011483
(2210570,2249045)(2750131,2799999)(2750000,2800000)	NC_037123.1f10t14	2775000	38477	0.007685
(2218944,2253084)(2760000,2809999)(2760000,2810000)	NC_037123.1f10t14	2785000	34142	0.006508
(2227739,2262998)(2770000,2819999)(2770000,2820000)	NC_037123.1f10t14	2795000	35261	0.006296
(2236080,2271267)(2780000,2829650)(2780000,2830000)	NC_037123.1f10t14	2805000	35189	0.004675
(2241419,2275603)(2790000,2839999)(2790000,2840000)	NC_037123.1f10t14	2815000	34186	0.003456
(2249046,2282363)(2800000,2849381)(2800000,2850000)	NC_037123.1f10t14	2825000	33319	0.007768
(2253085,2289925)(2810000,2858693)(2810000,2860000)	NC_037123.1f10t14	2835000	36842	0.008747
(2262999,2293589)(2820000,2869999)(2820000,2870000)	NC_037123.1f10t14	2845000	30592	0.010587
(2271268,2301044)(2830062,2879999)(2830000,2880000)	NC_037123.1f10t14	2855000	29778	0.016151
(2275604,2304741)(2840000,2889999)(2840000,2890000)	NC_037123.1f10t14	2865000	29139	0.016118
(2282364,2308696)(2850299,2899999)(2850000,2900000)	NC_037123.1f10t14	2875000	26334	0.015482
(2289926,2313298)(2861460,2909999)(2860000,2910000)	NC_037123.1f10t14	2885000	23374	0.011585
(2293590,2320417)(2870000,2919999)(2870000,2920000)	NC_037123.1f10t14	2895000	26829	0.008081
(2301045,2330336)(2880000,2929999)(2880000,2930000)	NC_037123.1f10t14	2905000	29293	0.007084
(2304742,2338521)(2890000,2939999)(2890000,2940000)	NC_037123.1f10t14	2915000	33781	0.010484
(2308697,2347086)(2900000,2949999)(2900000,2950000)	NC_037123.1f10t14	2925000	38391	0.008969
(2313299,2354757)(2910000,2959999)(2910000,2960000)	NC_037123.1f10t14	2935000	41460	0.011506
(2320418,2364584)(2920000,2969999)(2920000,2970000)	NC_037123.1f10t14	2945000	44168	0.009024
(2330337,2373355)(2930000,2979999)(2930000,2980000)	NC_037123.1f10t14	2955000	43020	0.008781
(2338522,2383220)(2940000,2989999)(2940000,2990000)	NC_037123.1f10t14	2965000	44700	0.008316
(2347087,2392015)(2950000,2999999)(2950000,3000000)	NC_037123.1f10t14	2975000	44930	0.009918
(2354758,2401959)(2960000,3009999)(2960000,3010000)	NC_037123.1f10t14	2985000	47203	0.009422
(2364585,2411515)(2970000,3019999)(2970000,3020000)	NC_037123.1f10t14	2995000	46932	0.009735
(2373356,2418824)(2980000,3029336)(2980000,3030000)	NC_037123.1f10t14	3005000	45470	0.011035
(2383221,2422178)(2990000,3039999)(2990000,3040000)	NC_037123.1f10t14	3015000	38959	0.010100
(2392016,2426020)(3000000,3049999)(3000000,3050000)	NC_037123.1f10t14	3025000	34006	0.012686
(2401960,2431886)(3010000,3059999)(3010000,3060000)	NC_037123.1f10t14	3035000	29928	0.010647
(2411516,2440273)(3020000,3069999)(3020000,3070000)	NC_037123.1f10t14	3045000	28759	0.014833
(2418825,2447556)(3030804,3079999)(3030000,3080000)	NC_037123.1f10t14	3055000	28733	0.015728
(2422179,2453462)(3040000,3089999)(3040000,3090000)	NC_037123.1f10t14	3065000	31285	0.016208
(2426021,2463046)(3050000,3099999)(3050000,3100000)	NC_037123.1f10t14	3075000	37027	0.017089
(2431887,2472217)(3060000,3109999)(3060000,3110000)	NC_037123.1f10t14	3085000	40332	0.019900
(2440274,2482148)(3070000,3119999)(3070000,3120000)	NC_037123.1f10t14	3095000	41876	0.012234
(2447557,2487201)(3080000,3129999)(3080000,3130000)	NC_037123.1f10t14	3105000	39646	0.011274
(2453463,2495574)(3090000,3139999)(3090000,3140000)	NC_037123.1f10t14	3115000	42113	0.009314
(2463047,2505495)(3100000,3149999)(3100000,3150000)	NC_037123.1f10t14	3125000	42450	0.006607
(2472218,2515158)(3110000,3159999)(3110000,3160000)	NC_037123.1f10t14	3135000	42942	0.005182
(2482149,2524523)(3120000,3169999)(3120000,3170000)	NC_037123.1f10t14	3145000	42376	0.011494
(2487202,2533445)(3130000,3179999)(3130000,3180000)	NC_037123.1f10t14	3155000	46245	0.015786
(2495575,2542218)(3140000,3189999)(3140000,3190000)	NC_037123.1f10t14	3165000	46645	0.016949
(2505496,2546284)(3150000,3199802)(3150000,3200000)	NC_037123.1f10t14	3175000	40790	0.015998
(2515159,2548876)(3160000,3209999)(3160000,3210000)	NC_037123.1f10t14	3185000	33719	0.014572
(2524524,2551526)(3170000,3219999)(3170000,3220000)	NC_037123.1f10t14	3195000	27004	0.015604
(2533446,2561385)(3180000,3229999)(3180000,3230000)	NC_037123.1f10t14	3205000	27941	0.013464
(2542219,2571378)(3190000,3239999)(3190000,3240000)	NC_037123.1f10t14	3215000	29161	0.019420
(2546285,2581019)(3206036,3249686)(3200000,3250000)	NC_037123.1f10t14	3225000	34736	0.020977
(2548877,2588962)(3210000,3259999)(3210000,3260000)	NC_037123.1f10t14	3235000	40087	0.025948
(2551527,2598495)(3220000,3269999)(3220000,3270000)	NC_037123.1f10t14	3245000	46970	0.025552
(2561386,2604600)(3230000,3277312)(3230000,3280000)	NC_037123.1f10t14	3255000	43216	0.030732
(2571379,2607830)(3240000,3289849)(3240000,3290000)	NC_037123.1f10t14	3265000	36453	0.029680
(2581020,2615898)(3252006,3299999)(3250000,3300000)	NC_037123.1f10t14	3275000	34880	0.028686
(2588963,2625680)(3260000,3309999)(3260000,3310000)	NC_037123.1f10t14	3285000	36719	0.023113
(2598496,2633436)(3270000,3318977)(3270000,3320000)	NC_037123.1f10t14	3295000	34942	0.024982
(2604601,2633556)(3283764,3328300)(3280000,3330000)	NC_037123.1f10t14	3305000	28957	0.019143
(2607831,2640522)(3290031,3339999)(3290000,3340000)	NC_037123.1f10t14	3315000	32693	0.019058
(2615899,2647804)(3300000,3349904)(3300000,3350000)	NC_037123.1f10t14	3325000	31907	0.016430
(2625681,2653895)(3310000,3359965)(3310000,3360000)	NC_037123.1f10t14	3335000	28216	0.016504
(2633437,2660998)(3322444,3369999)(3320000,3370000)	NC_037123.1f10t14	3345000	27563	0.013951
(2633557,2665704)(3330677,3379999)(3330000,3380000)	NC_037123.1f10t14	3355000	32149	0.013894
(2640523,2675644)(3340000,3389999)(3340000,3390000)	NC_037123.1f10t14	3365000	35123	0.015232
(2647805,2684188)(3350790,3399999)(3350000,3400000)	NC_037123.1f10t14	3375000	36385	0.017512
(2653896,2693101)(3360003,3409999)(3360000,3410000)	NC_037123.1f10t14	3385000	39207	0.016620
(2660999,2696777)(3370000,3418874)(3370000,3420000)	NC_037123.1f10t14	3395000	35780	0.014864
(2665705,2698140)(3380000,3429999)(3380000,3430000)	NC_037123.1f10t14	3405000	32437	0.011932
(2675645,2702008)(3390000,3435189)(3390000,3440000)	NC_037123.1f10t14	3415000	26365	0.012910
(2684189,2704502)(3400000,3447575)(3400000,3450000)	NC_037123.1f10t14	3425000	20315	0.010483
(2693102,2710777)(3410000,3459477)(3410000,3460000)	NC_037123.1f10t14	3435000	17677	0.011221
(2696778,2716674)(3424954,3468408)(3420000,3470000)	NC_037123.1f10t14	3445000	19898	0.012145
(2698141,2720927)(3430000,3479786)(3430000,3480000)	NC_037123.1f10t14	3455000	22788	0.015765
(2702009,2722702)(3444522,3489825)(3440000,3490000)	NC_037123.1f10t14	3465000	20695	0.012875
(2704503,2729901)(3453038,3499369)(3450000,3500000)	NC_037123.1f10t14	3475000	25400	0.009802
(2710778,2739616)(3460024,3509999)(3460000,3510000)	NC_037123.1f10t14	3485000	28840	0.006936
(2716675,2743012)(3473583,3519070)(3470000,3520000)	NC_037123.1f10t14	3495000	26339	0.007476
(2720928,2748745)(3486384,3529999)(3480000,3530000)	NC_037123.1f10t14	3505000	27819	0.013608
(2722703,2756655)(3490641,3538685)(3490000,3540000)	NC_037123.1f10t14	3515000	33954	0.010626
(2729902,2758231)(3500013,3549999)(3500000,3550000)	NC_037123.1f10t14	3525000	28331	0.009237
(2739617,2761289)(3510000,3558850)(3510000,3560000)	NC_037123.1f10t14	3535000	21674	0.008257
(2743013,2764357)(3520305,3569526)(3520000,3570000)	NC_037123.1f10t14	3545000	21346	0.006430
(2748746,2773516)(3530000,3579999)(3530000,3580000)	NC_037123.1f10t14	3555000	24772	-0.002490
(2756656,2783466)(3547314,3589999)(3540000,3590000)	NC_037123.1f10t14	3565000	26812	-0.002782
(2758232,2792493)(3550000,3599999)(3550000,3600000)	NC_037123.1f10t14	3575000	34263	0.000236
(2761290,2802449)(3560912,3609999)(3560000,3610000)	NC_037123.1f10t14	3585000	41161	0.002507
(2764358,2812436)(3570666,3619999)(3570000,3620000)	NC_037123.1f10t14	3595000	48080	0.003848
(2773517,2822417)(3580000,3629999)(3580000,3630000)	NC_037123.1f10t14	3605000	48902	0.011769
(2783467,2831114)(3590000,3639999)(3590000,3640000)	NC_037123.1f10t14	3615000	47649	0.015147
(2792494,2837163)(3600000,3649999)(3600000,3650000)	NC_037123.1f10t14	3625000	44671	0.013674
(2802450,2847159)(3610000,3659999)(3610000,3660000)	NC_037123.1f10t14	3635000	44711	0.013497
(2812437,2856998)(3620000,3669999)(3620000,3670000)	NC_037123.1f10t14	3645000	44563	0.014669
(2822418,2866921)(3630000,3679999)(3630000,3680000)	NC_037123.1f10t14	3655000	44505	0.014961
(2831115,2876791)(3640000,3689999)(3640000,3690000)	NC_037123.1f10t14	3665000	45678	0.013813
(2837164,2886759)(3650000,3699999)(3650000,3700000)	NC_037123.1f10t14	3675000	49597	0.016001
(2847160,2896738)(3660000,3709999)(3660000,3710000)	NC_037123.1f10t14	3685000	49580	0.015501
(2856999,2906658)(3670000,3719999)(3670000,3720000)	NC_037123.1f10t14	3695000	49661	0.014347
(2866922,2916366)(3680000,3729999)(3680000,3730000)	NC_037123.1f10t14	3705000	49446	0.017157
(2876792,2925699)(3690000,3739999)(3690000,3740000)	NC_037123.1f10t14	3715000	48909	0.015346
(2886760,2934892)(3700000,3749999)(3700000,3750000)	NC_037123.1f10t14	3725000	48134	0.012165
(2896739,2943108)(3710000,3759999)(3710000,3760000)	NC_037123.1f10t14	3735000	46371	0.017354
(2906659,2948835)(3720000,3768941)(3720000,3770000)	NC_037123.1f10t14	3745000	42178	0.018603
(2916367,2956431)(3730000,3779427)(3730000,3780000)	NC_037123.1f10t14	3755000	40066	0.018298
(2925700,2963212)(3740000,3789999)(3740000,3790000)	NC_037123.1f10t14	3765000	37514	0.009449
(2934893,2972136)(3750000,3799999)(3750000,3800000)	NC_037123.1f10t14	3775000	37245	0.008080
(2943109,2981344)(3760000,3809999)(3760000,3810000)	NC_037123.1f10t14	3785000	38237	0.003950
(2948836,2989940)(3770645,3818614)(3770000,3820000)	NC_037123.1f10t14	3795000	41106	0.002100
(2956432,2998275)(3780113,3829998)(3780000,3830000)	NC_037123.1f10t14	3805000	41845	0.001267
(2963213,3007525)(3790000,3839999)(3790000,3840000)	NC_037123.1f10t14	3815000	44314	0.005126
(2972137,3017490)(3800000,3849999)(3800000,3850000)	NC_037123.1f10t14	3825000	45355	0.005911
(2981345,3027186)(3810000,3859727)(3810000,3860000)	NC_037123.1f10t14	3835000	45843	0.007738
(2989941,3037120)(3820017,3869999)(3820000,3870000)	NC_037123.1f10t14	3845000	47181	0.009329
(2998276,3046944)(3830000,3879999)(3830000,3880000)	NC_037123.1f10t14	3855000	48670	0.010644
(3007526,3052475)(3840000,3889999)(3840000,3890000)	NC_037123.1f10t14	3865000	44951	0.008280
(3017491,3058653)(3850000,3898135)(3850000,3900000)	NC_037123.1f10t14	3875000	41164	0.010585
(3027187,3064593)(3860004,3909530)(3860000,3910000)	NC_037123.1f10t14	3885000	37408	0.010181
(3037121,3073356)(3870000,3919999)(3870000,3920000)	NC_037123.1f10t14	3895000	36237	0.015480
(3046945,3083308)(3880000,3929999)(3880000,3930000)	NC_037123.1f10t14	3905000	36365	0.015014
(3052476,3090576)(3890000,3939854)(3890000,3940000)	NC_037123.1f10t14	3915000	38102	0.020184
(3058654,3092284)(3903565,3943073)(3900000,3950000)	NC_037123.1f10t14	3925000	33632	0.020343
(3064594,3098915)(3910956,3959999)(3910000,3960000)	NC_037123.1f10t14	3935000	34323	0.021559
(3073357,3104311)(3920000,3966293)(3920000,3970000)	NC_037123.1f10t14	3945000	30956	0.014252
(3083309,3111488)(3930000,3979999)(3930000,3980000)	NC_037123.1f10t14	3955000	28181	0.013289
(3090577,3120703)(3941041,3989806)(3940000,3990000)	NC_037123.1f10t14	3965000	30128	0.012089
(8278,44791)(10000,59999)(10000,60000)	NC_037124.1f8t16	35000	36515	0.092721
(17978,54708)(20000,69999)(20000,70000)	NC_037124.1f8t16	45000	36732	0.099267
(18876,63811)(30701,79999)(30000,80000)	NC_037124.1f8t16	55000	44937	0.092907
(26251,73647)(40000,89999)(40000,90000)	NC_037124.1f8t16	65000	47398	0.092923
(35214,82078)(50000,98475)(50000,100000)	NC_037124.1f8t16	75000	46866	0.093411
(44792,91645)(60000,109999)(60000,110000)	NC_037124.1f8t16	85000	46855	0.102257
(54709,101407)(70000,119999)(70000,120000)	NC_037124.1f8t16	95000	46700	0.109212
(63812,111067)(80000,129999)(80000,130000)	NC_037124.1f8t16	105000	47257	0.108822
(73648,120872)(90000,139999)(90000,140000)	NC_037124.1f8t16	115000	47226	0.100264
(82079,130554)(100376,149999)(100000,150000)	NC_037124.1f8t16	125000	48477	0.106538
(91646,137399)(110000,159999)(110000,160000)	NC_037124.1f8t16	135000	45755	0.095317
(101408,146255)(120000,169999)(120000,170000)	NC_037124.1f8t16	145000	44849	0.077523
(111068,153947)(130000,179999)(130000,180000)	NC_037124.1f8t16	155000	42881	0.076175
(120873,163356)(140000,189999)(140000,190000)	NC_037124.1f8t16	165000	42485	0.090798
(130555,173201)(150000,199999)(150000,200000)	NC_037124.1f8t16	175000	42648	0.082752
(137400,183064)(160000,209999)(160000,210000)	NC_037124.1f8t16	185000	45666	0.089047
(146256,192941)(170000,219999)(170000,220000)	NC_037124.1f8t16	195000	46687	0.082866
(153948,202773)(180000,229999)(180000,230000)	NC_037124.1f8t16	205000	48827	0.112012
(163357,210965)(190000,239999)(190000,240000)	NC_037124.1f8t16	215000	47610	0.104565
(173202,220364)(200000,249999)(200000,250000)	NC_037124.1f8t16	225000	47164	0.115366
(183065,230217)(210000,259999)(210000,260000)	NC_037124.1f8t16	235000	47154	0.112074
(192942,240045)(220000,269999)(220000,270000)	NC_037124.1f8t16	245000	47105	0.132400
(202774,249894)(230000,279999)(230000,280000)	NC_037124.1f8t16	255000	47122	0.100212
(210966,259784)(240000,289999)(240000,290000)	NC_037124.1f8t16	265000	48820	0.129362
(220365,269575)(250000,299999)(250000,300000)	NC_037124.1f8t16	275000	49212	0.131242
(230218,279399)(260000,309999)(260000,310000)	NC_037124.1f8t16	285000	49183	0.123868
(240046,289204)(270000,319999)(270000,320000)	NC_037124.1f8t16	295000	49160	0.110842
(249895,299022)(280000,329999)(280000,330000)	NC_037124.1f8t16	305000	49129	0.111196
(259785,308702)(290000,339999)(290000,340000)	NC_037124.1f8t16	315000	48919	0.089659
(269576,315857)(300000,349999)(300000,350000)	NC_037124.1f8t16	325000	46283	0.061631
(279400,325066)(310000,359265)(310000,360000)	NC_037124.1f8t16	335000	45668	0.063070
(289205,334027)(320000,369999)(320000,370000)	NC_037124.1f8t16	345000	44824	0.087268
(299023,339526)(330000,379999)(330000,380000)	NC_037124.1f8t16	355000	40505	0.085403
(308703,349119)(340000,389999)(340000,390000)	NC_037124.1f8t16	365000	40418	0.086341
(315858,357491)(350000,398737)(350000,400000)	NC_037124.1f8t16	375000	41635	0.088493
(325067,357491)(360587,398737)(360000,410000)	NC_037124.1f8t16	385000	32426	0.093570
(334028,361304)(370000,419999)(370000,420000)	NC_037124.1f8t16	395000	27278	0.069616
(339527,370681)(380000,429999)(380000,430000)	NC_037124.1f8t16	405000	31156	0.073842
(349120,380334)(390000,439999)(390000,440000)	NC_037124.1f8t16	415000	31216	0.090660
(357492,389836)(412442,449999)(400000,450000)	NC_037124.1f8t16	425000	32346	0.087313
(357492,399652)(412442,459999)(410000,460000)	NC_037124.1f8t16	435000	42162	0.095115
(361305,407266)(420000,469999)(420000,470000)	NC_037124.1f8t16	445000	45963	0.091992
(370682,416877)(430000,479999)(430000,480000)	NC_037124.1f8t16	455000	46197	0.086695
(380335,424665)(440000,489999)(440000,490000)	NC_037124.1f8t16	465000	44332	0.088386
(389837,434066)(450000,499999)(450000,500000)	NC_037124.1f8t16	475000	44231	0.082807
(399653,443111)(460000,509999)(460000,510000)	NC_037124.1f8t16	485000	43460	0.084751
(407267,451425)(470000,519953)(470000,520000)	NC_037124.1f8t16	495000	44160	0.073071
(416878,452081)(480000,529505)(480000,530000)	NC_037124.1f8t16	505000	35205	0.074684
(424666,454427)(490000,539999)(490000,540000)	NC_037124.1f8t16	515000	29763	0.054439
(434067,459532)(500000,549999)(500000,550000)	NC_037124.1f8t16	525000	25467	0.065041
